chrom_ref,start_ref,end_ref,strand_ref,gene_id,transcript_id,gene_name,ref_gene_id
16,81090601,81090680,-,MSTRG.13245,ENST00000566566,GCSH,ENSG00000140905
16,81090601,81090680,-,MSTRG.13245,ENST00000564477,GCSH,ENSG00000140905
5,179586331,179586475,+,MSTRG.27821,MSTRG.27821.2,,
5,179586331,179586475,+,MSTRG.27821,ENST00000393448,RUFY1,ENSG00000176783
5,179586331,179586475,+,MSTRG.27821,MSTRG.27821.13,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.3,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.5,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.7,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.8,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.18,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.20,,
2,158669178,158669302,+,MSTRG.19653,MSTRG.19653.32,,
7,100335206,100335428,-,MSTRG.30762,MSTRG.30762.3,,
10,98429791,98429889,-,MSTRG.4532,ENST00000325103,HPS1,ENSG00000107521
10,98429791,98429889,-,MSTRG.4532,ENST00000361490,HPS1,ENSG00000107521
10,98429791,98429889,-,MSTRG.4532,MSTRG.4532.3,,
10,98429791,98429889,-,MSTRG.4532,ENST00000613394,HPS1,ENSG00000107521
10,98429791,98429889,-,MSTRG.4532,MSTRG.4532.5,,
10,98429791,98429889,-,MSTRG.4532,MSTRG.4532.8,,
10,98429791,98429889,-,MSTRG.4532,MSTRG.4532.9,,
10,98429791,98429889,-,MSTRG.4532,MSTRG.4532.10,,
10,98429791,98429889,-,MSTRG.4532,MSTRG.4532.12,,
10,98429791,98429889,-,MSTRG.4532,ENST00000338546,HPS1,ENSG00000107521
7,129630078,129630168,+,MSTRG.31139,MSTRG.31139.1,,
7,129630078,129630168,+,MSTRG.31139,ENST00000477428,NRF1,ENSG00000106459
7,129630078,129630168,+,MSTRG.31139,MSTRG.31139.6,,
7,129630078,129630168,+,MSTRG.31139,ENST00000353868,NRF1,ENSG00000106459
1,40041429,40041493,+,MSTRG.865,MSTRG.865.6,,
1,40041429,40041493,+,MSTRG.865,MSTRG.865.8,,
1,40041429,40041493,+,MSTRG.865,ENST00000414281,CAP1,ENSG00000131236
1,40041429,40041493,+,MSTRG.865,ENST00000420216,CAP1,ENSG00000131236
1,40041429,40041493,+,MSTRG.865,MSTRG.865.13,,
1,40041429,40041493,+,MSTRG.865,MSTRG.865.16,,
1,40041429,40041493,+,MSTRG.865,ENST00000427843,CAP1,ENSG00000131236
1,40041429,40041493,+,MSTRG.865,ENST00000424977,CAP1,ENSG00000131236
2,229992180,229992280,+,MSTRG.20362,MSTRG.20362.2,,
2,70991830,70991983,-,MSTRG.18802,ENST00000606025,AC007040.2,ENSG00000258881
2,70991830,70991983,-,MSTRG.18802,ENST00000272438,TEX261,ENSG00000144043
2,70991830,70991983,-,MSTRG.18802,ENST00000466731,TEX261,ENSG00000144043
2,70991830,70991983,-,MSTRG.18802,ENST00000489894,TEX261,ENSG00000144043
16,8860105,8860218,-,MSTRG.12184,ENST00000614449,CARHSP1,ENSG00000153048
16,8860105,8860218,-,MSTRG.12184,ENST00000611932,CARHSP1,ENSG00000153048
16,8860105,8860218,-,MSTRG.12184,ENST00000565287,CARHSP1,ENSG00000153048
16,8860105,8860218,-,MSTRG.12184,ENST00000569398,CARHSP1,ENSG00000153048
16,8860105,8860218,-,MSTRG.12184,ENST00000569572,CARHSP1,ENSG00000153048
12,57231481,57231560,+,MSTRG.7639,ENST00000328923,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,MSTRG.7639.4,,
12,57231481,57231560,+,MSTRG.7639,ENST00000554600,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,MSTRG.7639.8,,
12,57231481,57231560,+,MSTRG.7639,ENST00000557487,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000556689,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000557433,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000414700,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000557703,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000553529,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000554310,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000554656,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000557427,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000553474,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000555773,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000554975,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000449049,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000553837,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000554604,SHMT2,ENSG00000182199
12,57231481,57231560,+,MSTRG.7639,ENST00000556737,SHMT2,ENSG00000182199
16,19487193,19487326,+,MSTRG.12376,MSTRG.12376.1,,
16,19487193,19487326,+,MSTRG.12376,ENST00000541464,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000381414,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000396229,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000542583,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000219821,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000561503,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000567478,TMC5,ENSG00000103534
16,19487193,19487326,+,MSTRG.12376,ENST00000564959,TMC5,ENSG00000103534
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.13,,
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.14,,
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.16,,
X,13751249,13751368,+,MSTRG.34612,ENST00000340096,OFD1,ENSG00000046651
X,13751249,13751368,+,MSTRG.34612,ENST00000380567,OFD1,ENSG00000046651
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.19,,
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.21,,
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.22,,
X,13751249,13751368,+,MSTRG.34612,MSTRG.34612.23,,
X,13751249,13751368,+,MSTRG.34612,ENST00000490265,OFD1,ENSG00000046651
11,47175015,47175098,-,MSTRG.5490,MSTRG.5490.3,,
11,47175015,47175098,-,MSTRG.5490,MSTRG.5490.5,,
11,47175015,47175098,-,MSTRG.5490,MSTRG.5490.6,,
11,47175015,47175098,-,MSTRG.5490,MSTRG.5490.8,,
11,47175015,47175098,-,MSTRG.5490,MSTRG.5490.9,,
11,47175015,47175098,-,MSTRG.5490,ENST00000524782,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,MSTRG.5490.11,,
11,47175015,47175098,-,MSTRG.5490,ENST00000395449,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000532478,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000525398,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000531750,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000525314,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000527097,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000528444,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000524727,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000529599,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000528041,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000530596,ARFGAP2,ENSG00000149182
11,47175015,47175098,-,MSTRG.5490,ENST00000533939,ARFGAP2,ENSG00000149182
2,70225465,70225568,-,MSTRG.18787,MSTRG.18787.23,,
2,70225465,70225568,-,MSTRG.18787,MSTRG.18787.29,,
2,70225465,70225568,-,MSTRG.18787,MSTRG.18787.30,,
2,70225465,70225568,-,MSTRG.18787,MSTRG.18787.33,,
2,170954650,170954782,+,MSTRG.19764,ENST00000471559,GORASP2,ENSG00000115806
2,170954650,170954782,+,MSTRG.19764,MSTRG.19764.2,,
2,170954650,170954782,+,MSTRG.19764,ENST00000234160,GORASP2,ENSG00000115806
2,170954650,170954782,+,MSTRG.19764,MSTRG.19764.4,,
2,170954650,170954782,+,MSTRG.19764,MSTRG.19764.7,,
2,170954650,170954782,+,MSTRG.19764,MSTRG.19764.8,,
2,170954650,170954782,+,MSTRG.19764,MSTRG.19764.9,,
2,170954650,170954782,+,MSTRG.19764,ENST00000442798,GORASP2,ENSG00000115806
1,10431184,10431401,+,MSTRG.257,MSTRG.257.3,,
19,18920834,18920909,+,MSTRG.16892,ENST00000629999,DDX49,ENSG00000105671
19,18920834,18920909,+,MSTRG.16892,ENST00000599373,DDX49,ENSG00000105671
19,18920834,18920909,+,MSTRG.16892,MSTRG.16892.16,,
19,18920834,18920909,+,MSTRG.16892,ENST00000595858,DDX49,ENSG00000105671
19,18920834,18920909,+,MSTRG.16892,ENST00000593361,DDX49,ENSG00000105671
19,18920834,18920909,+,MSTRG.16892,MSTRG.16892.24,,
22,20061530,20061706,+,MSTRG.21921,ENST00000490583,TANGO2,ENSG00000183597
16,70356846,70356906,+,MSTRG.13063,ENST00000562509,DDX19A,ENSG00000168872
16,70356846,70356906,+,MSTRG.13063,MSTRG.13063.31,,
16,70356846,70356906,+,MSTRG.13063,MSTRG.13063.33,,
16,68232371,68232503,-,MSTRG.12998,ENST00000565858,ESRP2,ENSG00000103067
16,68232371,68232503,-,MSTRG.12998,MSTRG.12998.3,,
16,68232371,68232503,-,MSTRG.12998,MSTRG.12998.4,,
16,68232371,68232503,-,MSTRG.12998,ENST00000473183,ESRP2,ENSG00000103067
2,48462196,48462300,+,MSTRG.18538,MSTRG.18538.7,,
2,48462196,48462300,+,MSTRG.18538,MSTRG.18538.10,,
3,75675968,75676128,+,MSTRG.23448,ENST00000463183,LINC00960,ENSG00000242516
14,32117143,32117287,+,MSTRG.9525,MSTRG.9525.1,,
14,32117143,32117287,+,MSTRG.9525,ENST00000556611,ARHGAP5,ENSG00000100852
14,32117143,32117287,+,MSTRG.9525,MSTRG.9525.6,,
14,32117143,32117287,+,MSTRG.9525,ENST00000432921,ARHGAP5,ENSG00000100852
14,32117143,32117287,+,MSTRG.9525,ENST00000433497,ARHGAP5,ENSG00000100852
15,84714731,84714866,-,MSTRG.11617,MSTRG.11617.5,,
15,84714731,84714866,-,MSTRG.11617,MSTRG.11617.11,,
15,84714731,84714866,-,MSTRG.11617,ENST00000455959,SEC11A,ENSG00000140612
1,230671259,230671404,+,MSTRG.3287,MSTRG.3287.3,,
1,230671259,230671404,+,MSTRG.3287,MSTRG.3287.6,,
1,10430876,10431401,+,MSTRG.257,MSTRG.257.8,,
14,58540071,58540136,+,MSTRG.9851,ENST00000619722,KIAA0586,ENSG00000100578
14,58540071,58540136,+,MSTRG.9851,ENST00000556134,KIAA0586,ENSG00000100578
14,58540071,58540136,+,MSTRG.9851,ENST00000354386,KIAA0586,ENSG00000100578
14,58540071,58540136,+,MSTRG.9851,ENST00000619416,KIAA0586,ENSG00000100578
14,58540071,58540136,+,MSTRG.9851,ENST00000423743,KIAA0586,ENSG00000100578
14,58540071,58540136,+,MSTRG.9851,MSTRG.9851.8,,
14,58540071,58540136,+,MSTRG.9851,ENST00000261244,KIAA0586,ENSG00000100578
14,58540071,58540136,+,MSTRG.9851,MSTRG.9851.17,,
2,85645814,85645899,+,MSTRG.18976,MSTRG.18976.11,,
2,85645814,85645899,+,MSTRG.18976,MSTRG.18976.14,,
2,85645814,85645899,+,MSTRG.18976,MSTRG.18976.19,,
2,85645814,85645899,+,MSTRG.18976,ENST00000465514,USP39,ENSG00000168883
7,99411750,99411983,+,MSTRG.30723,MSTRG.30723.3,,
7,99411750,99411983,+,MSTRG.30723,ENST00000427499,BUD31,ENSG00000106245
7,99411750,99411983,+,MSTRG.30723,MSTRG.30723.6,,
7,99411750,99411983,+,MSTRG.30723,MSTRG.30723.7,,
19,45414352,45414399,-,MSTRG.17480,MSTRG.17480.3,,
19,45414352,45414399,-,MSTRG.17480,MSTRG.17480.11,,
19,45414352,45414399,-,MSTRG.17480,MSTRG.17480.14,,
2,210031421,210031546,-,MSTRG.20177,ENST00000281772,KANSL1L,ENSG00000144445
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.10,,
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.12,,
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.13,,
17,42564983,42565047,+,MSTRG.14513,ENST00000421097,COASY,ENSG00000068120
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.18,,
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.21,,
17,42564983,42565047,+,MSTRG.14513,ENST00000590958,COASY,ENSG00000068120
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.23,,
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.28,,
17,42564983,42565047,+,MSTRG.14513,MSTRG.14513.29,,
17,42564983,42565047,+,MSTRG.14513,ENST00000393818,COASY,ENSG00000068120
17,42564983,42565047,+,MSTRG.14513,ENST00000591753,COASY,ENSG00000068120
2,46588075,46588179,-,MSTRG.18501,ENST00000306465,PIGF,ENSG00000151665
2,46588075,46588179,-,MSTRG.18501,MSTRG.18501.6,,
6,33710695,33710851,-,MSTRG.28479,MSTRG.28479.1,,
6,33710695,33710851,-,MSTRG.28479,MSTRG.28479.5,,
1,232976342,232978041,+,MSTRG.3312,MSTRG.3312.1,,
4,13572702,13572842,-,MSTRG.24732,MSTRG.24732.1,,
4,13572702,13572842,-,MSTRG.24732,MSTRG.24732.2,,
4,13572702,13572842,-,MSTRG.24732,ENST00000507943,BOD1L1,ENSG00000038219
6,83926136,83926331,+,MSTRG.28917,MSTRG.28917.6,,
6,83926136,83926331,+,MSTRG.28917,MSTRG.28917.7,,
4,109481677,109481781,+,MSTRG.25498,ENST00000504968,SEC24B,ENSG00000138802
4,109481677,109481781,+,MSTRG.25498,MSTRG.25498.4,,
4,109481677,109481781,+,MSTRG.25498,ENST00000265175,SEC24B,ENSG00000138802
12,48150087,48150140,-,MSTRG.7336,ENST00000536953,ASB8,ENSG00000177981
12,48150087,48150140,-,MSTRG.7336,ENST00000535055,ASB8,ENSG00000177981
15,42560782,42560870,+,MSTRG.10823,ENST00000567640,HAUS2,ENSG00000137814
15,42560782,42560870,+,MSTRG.10823,ENST00000568846,HAUS2,ENSG00000137814
15,42560782,42560870,+,MSTRG.10823,ENST00000391623,HAUS2,ENSG00000137814
15,42560782,42560870,+,MSTRG.10823,ENST00000562398,HAUS2,ENSG00000137814
15,42560782,42560870,+,MSTRG.10823,ENST00000564279,HAUS2,ENSG00000137814
15,42560782,42560870,+,MSTRG.10823,ENST00000639412,HAUS2,ENSG00000137814
1,43976590,43976659,+,MSTRG.960,ENST00000472505,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,MSTRG.960.2,,
1,43976590,43976659,+,MSTRG.960,ENST00000472174,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,ENST00000532642,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,MSTRG.960.5,,
1,43976590,43976659,+,MSTRG.960,MSTRG.960.6,,
1,43976590,43976659,+,MSTRG.960,ENST00000236067,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,ENST00000471859,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,ENST00000468183,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,ENST00000473485,ATP6V0B,ENSG00000117410
1,43976590,43976659,+,MSTRG.960,MSTRG.960.15,,
1,43976590,43976659,+,MSTRG.960,MSTRG.960.17,,
1,43976590,43976659,+,MSTRG.960,ENST00000498664,ATP6V0B,ENSG00000117410
7,65974919,65975071,-,MSTRG.30337,ENST00000304895,GUSB,ENSG00000169919
7,65974919,65975071,-,MSTRG.30337,MSTRG.30337.8,,
7,65974919,65975071,-,MSTRG.30337,ENST00000430730,GUSB,ENSG00000169919
7,65974919,65975071,-,MSTRG.30337,ENST00000447929,GUSB,ENSG00000169919
7,65974919,65975071,-,MSTRG.30337,ENST00000421103,GUSB,ENSG00000169919
1,108156701,108156885,-,MSTRG.1698,MSTRG.1698.3,,
1,108156701,108156885,-,MSTRG.1698,MSTRG.1698.4,,
7,100051478,100051646,+,MSTRG.30745,MSTRG.30745.15,,
16,30759654,30759724,-,MSTRG.12641,MSTRG.12641.3,,
16,30759654,30759724,-,MSTRG.12641,ENST00000544643,CCDC189,ENSG00000196118
16,30759654,30759724,-,MSTRG.12641,ENST00000535476,CCDC189,ENSG00000196118
16,30759654,30759724,-,MSTRG.12641,ENST00000543128,CCDC189,ENSG00000196118
16,30759654,30759724,-,MSTRG.12641,ENST00000433909,CCDC189,ENSG00000196118
16,30759654,30759724,-,MSTRG.12641,ENST00000543610,CCDC189,ENSG00000196118
16,931642,931793,-,MSTRG.11918,ENST00000545827,LMF1,ENSG00000103227
16,931642,931793,-,MSTRG.11918,ENST00000562226,LMF1,ENSG00000103227
X,48902233,48902517,+,MSTRG.34916,ENST00000376563,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,ENST00000447146,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,ENST00000473764,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,MSTRG.34916.7,,
X,48902233,48902517,+,MSTRG.34916,ENST00000477997,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,ENST00000474671,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,MSTRG.34916.13,,
X,48902233,48902517,+,MSTRG.34916,ENST00000218224,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,ENST00000396763,PQBP1,ENSG00000102103
X,48902233,48902517,+,MSTRG.34916,ENST00000443648,PQBP1,ENSG00000102103
19,9814138,9814339,-,MSTRG.16539,MSTRG.16539.5,,
19,9814138,9814339,-,MSTRG.16539,ENST00000589438,FBXL12,ENSG00000127452
19,54128305,54128377,+,MSTRG.17800,ENST00000419967,PRPF31,ENSG00000105618
19,54128305,54128377,+,MSTRG.17800,ENST00000321030,PRPF31,ENSG00000105618
19,54128305,54128377,+,MSTRG.17800,MSTRG.17800.3,,
19,54128305,54128377,+,MSTRG.17800,MSTRG.17800.4,,
19,54128305,54128377,+,MSTRG.17800,ENST00000391755,PRPF31,ENSG00000105618
3,134547335,134547472,+,MSTRG.23902,MSTRG.23902.1,,
3,134547335,134547472,+,MSTRG.23902,MSTRG.23902.4,,
3,134547335,134547472,+,MSTRG.23902,MSTRG.23902.5,,
3,134547335,134547472,+,MSTRG.23902,MSTRG.23902.10,,
3,134547335,134547472,+,MSTRG.23902,ENST00000383229,CEP63,ENSG00000182923
3,134547335,134547472,+,MSTRG.23902,ENST00000513612,CEP63,ENSG00000182923
3,134547335,134547472,+,MSTRG.23902,ENST00000606977,CEP63,ENSG00000182923
3,134547335,134547472,+,MSTRG.23902,MSTRG.23902.25,,
3,134547335,134547472,+,MSTRG.23902,ENST00000337090,CEP63,ENSG00000182923
12,116978112,116978378,+,MSTRG.8298,MSTRG.8298.1,,
12,116978112,116978378,+,MSTRG.8298,MSTRG.8298.9,,
2,38748898,38749173,-,MSTRG.18407,MSTRG.18407.9,,
2,38748898,38749173,-,MSTRG.18407,ENST00000415527,SRSF7,ENSG00000115875
12,56171679,56171937,-,MSTRG.7597,MSTRG.7597.1,,
12,56171679,56171937,-,MSTRG.7597,MSTRG.7597.2,,
12,56171679,56171937,-,MSTRG.7597,MSTRG.7597.3,,
12,56171679,56171937,-,MSTRG.7597,ENST00000394023,SMARCC2,ENSG00000139613
12,56171679,56171937,-,MSTRG.7597,MSTRG.7597.9,,
12,56171679,56171937,-,MSTRG.7597,ENST00000550164,SMARCC2,ENSG00000139613
12,56171679,56171937,-,MSTRG.7597,ENST00000347471,SMARCC2,ENSG00000139613
12,56171679,56171937,-,MSTRG.7597,ENST00000267064,SMARCC2,ENSG00000139613
12,56171679,56171937,-,MSTRG.7597,ENST00000552674,SMARCC2,ENSG00000139613
16,89878461,89878627,+,MSTRG.13417,MSTRG.13417.3,,
16,89878461,89878627,+,MSTRG.13417,MSTRG.13417.12,,
16,89878461,89878627,+,MSTRG.13417,MSTRG.13417.13,,
16,89878461,89878627,+,MSTRG.13417,MSTRG.13417.16,,
16,89878461,89878627,+,MSTRG.13417,MSTRG.13417.17,,
16,89878461,89878627,+,MSTRG.13417,ENST00000564652,TCF25,ENSG00000141002
16,89878461,89878627,+,MSTRG.13417,ENST00000563406,TCF25,ENSG00000141002
11,6473084,6473248,-,MSTRG.5088,ENST00000359518,TRIM3,ENSG00000110171
11,6473084,6473248,-,MSTRG.5088,ENST00000528227,TRIM3,ENSG00000110171
11,6473084,6473248,-,MSTRG.5088,ENST00000529529,TRIM3,ENSG00000110171
9,4726083,4727924,-,MSTRG.32982,MSTRG.32982.2,,
5,74730260,74730398,-,MSTRG.26685,ENST00000296805,GFM2,ENSG00000164347
5,74730260,74730398,-,MSTRG.26685,ENST00000345239,GFM2,ENSG00000164347
5,74730260,74730398,-,MSTRG.26685,ENST00000509430,GFM2,ENSG00000164347
5,74730260,74730398,-,MSTRG.26685,MSTRG.26685.5,,
5,74730260,74730398,-,MSTRG.26685,MSTRG.26685.8,,
5,74730260,74730398,-,MSTRG.26685,ENST00000514734,GFM2,ENSG00000164347
5,74730260,74730398,-,MSTRG.26685,ENST00000506263,GFM2,ENSG00000164347
6,30741614,30741704,-,MSTRG.28328,MSTRG.28328.4,,
6,30741614,30741704,-,MSTRG.28328,MSTRG.28328.6,,
6,30741614,30741704,-,MSTRG.28328,MSTRG.28328.7,,
6,30741614,30741704,-,MSTRG.28328,MSTRG.28328.10,,
6,30741614,30741704,-,MSTRG.28328,MSTRG.28328.11,,
6,30741614,30741704,-,MSTRG.28328,ENST00000376389,FLOT1,ENSG00000137312
6,30741614,30741704,-,MSTRG.28328,ENST00000438162,FLOT1,ENSG00000137312
6,30741614,30741704,-,MSTRG.28328,ENST00000445853,FLOT1,ENSG00000137312
6,30741614,30741704,-,MSTRG.28328,ENST00000454845,FLOT1,ENSG00000137312
1,160282417,160282502,-,MSTRG.2388,MSTRG.2388.33,,
1,160282417,160282502,-,MSTRG.2388,ENST00000368072,PEX19,ENSG00000162735
1,160282417,160282502,-,MSTRG.2388,ENST00000472750,PEX19,ENSG00000162735
1,160282417,160282502,-,MSTRG.2388,ENST00000532508,PEX19,ENSG00000162735
1,160282417,160282502,-,MSTRG.2388,ENST00000392220,PEX19,ENSG00000162735
1,160282417,160282502,-,MSTRG.2388,ENST00000533699,PEX19,ENSG00000162735
1,160282417,160282502,-,MSTRG.2388,ENST00000533104,PEX19,ENSG00000162735
11,1955611,1955781,+,MSTRG.4988,MSTRG.4988.4,,
11,1955611,1955781,+,MSTRG.4988,ENST00000429295,MRPL23,ENSG00000214026
9,127897956,127898010,-,MSTRG.34149,MSTRG.34149.7,,
9,127897956,127898010,-,MSTRG.34149,MSTRG.34149.10,,
9,127897956,127898010,-,MSTRG.34149,ENST00000373146,ST6GALNAC6,ENSG00000160408
9,127897956,127898010,-,MSTRG.34149,ENST00000373142,ST6GALNAC6,ENSG00000160408
9,127897956,127898010,-,MSTRG.34149,ENST00000485320,ST6GALNAC6,ENSG00000160408
9,127897956,127898010,-,MSTRG.34149,MSTRG.34149.32,,
9,127897956,127898010,-,MSTRG.34149,MSTRG.34149.34,,
9,127897956,127898010,-,MSTRG.34149,ENST00000494541,ST6GALNAC6,ENSG00000160408
9,127897956,127898010,-,MSTRG.34149,ENST00000481355,ST6GALNAC6,ENSG00000160408
7,151055277,151055440,-,MSTRG.31464,MSTRG.31464.8,,
15,30641522,30641617,+,MSTRG.10614,MSTRG.10614.1,,
15,30641522,30641617,+,MSTRG.10614,ENST00000564902,ARHGAP11B,ENSG00000187951
15,30641522,30641617,+,MSTRG.10614,MSTRG.10614.5,,
15,30641522,30641617,+,MSTRG.10614,MSTRG.10614.7,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.1,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.2,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.3,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.5,,
10,73230422,73230525,+,MSTRG.4216,ENST00000242505,FAM149B1,ENSG00000138286
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.7,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.10,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.11,,
10,73230422,73230525,+,MSTRG.4216,MSTRG.4216.12,,
10,73230422,73230525,+,MSTRG.4216,ENST00000372955,FAM149B1,ENSG00000138286
10,73230422,73230525,+,MSTRG.4216,ENST00000445951,FAM149B1,ENSG00000138286
10,73230422,73230525,+,MSTRG.4216,ENST00000475829,FAM149B1,ENSG00000138286
17,15503098,15503232,-,MSTRG.13811,MSTRG.13811.1,,
17,15503098,15503232,-,MSTRG.13811,MSTRG.13811.3,,
17,15503098,15503232,-,MSTRG.13811,ENST00000557349,TVP23C-CDRT4,ENSG00000259024
6,46639494,46639608,-,MSTRG.28705,MSTRG.28705.2,,
16,30985525,30985824,+,MSTRG.12660,ENST00000574447,HSD3B7,ENSG00000099377
10,101430345,101430452,+,MSTRG.4584,ENST00000393441,BTRC,ENSG00000166167
10,101430345,101430452,+,MSTRG.4584,MSTRG.4584.2,,
10,101430345,101430452,+,MSTRG.4584,ENST00000370187,BTRC,ENSG00000166167
10,101430345,101430452,+,MSTRG.4584,ENST00000475200,BTRC,ENSG00000166167
10,101430345,101430452,+,MSTRG.4584,MSTRG.4584.6,,
10,101430345,101430452,+,MSTRG.4584,MSTRG.4584.7,,
10,101430345,101430452,+,MSTRG.4584,ENST00000370183,BTRC,ENSG00000166167
2,28930058,28930149,+,MSTRG.18302,MSTRG.18302.3,,
2,28930058,28930149,+,MSTRG.18302,ENST00000446643,WDR43,ENSG00000163811
12,110616721,110616904,+,MSTRG.8215,MSTRG.8215.8,,
12,110616721,110616904,+,MSTRG.8215,ENST00000498072,TCTN1,ENSG00000204852
4,83267090,83267208,-,MSTRG.25266,MSTRG.25266.1,,
4,83267090,83267208,-,MSTRG.25266,MSTRG.25266.9,,
4,83267090,83267208,-,MSTRG.25266,ENST00000503915,COQ2,ENSG00000173085
15,40706177,40706294,+,MSTRG.10761,ENST00000527860,RAD51,ENSG00000051180
15,40706177,40706294,+,MSTRG.10761,ENST00000423169,RAD51,ENSG00000051180
15,40706177,40706294,+,MSTRG.10761,MSTRG.10761.3,,
15,40706177,40706294,+,MSTRG.10761,ENST00000267868,RAD51,ENSG00000051180
15,40706177,40706294,+,MSTRG.10761,ENST00000525066,RAD51,ENSG00000051180
15,40706177,40706294,+,MSTRG.10761,MSTRG.10761.10,,
15,40706177,40706294,+,MSTRG.10761,ENST00000533741,RAD51,ENSG00000051180
5,37121868,37122104,-,MSTRG.26369,MSTRG.26369.3,,
